,geo,time,kpi,revenue_per_kpi,population,media_spend_0,media_spend_1,media_spend_2,control_0,control_1,media_0,media_1,media_2
0,geo_0,2021-01-04,,,,,,,,,14.0,7.0,10.0
1,geo_0,2021-01-11,,,,,,,,,16.0,14.0,0.0
2,geo_0,2021-01-18,,,,,,,,,10.0,4.0,4.0
3,geo_0,2021-01-25,66.42513437219351,3.14,3186.0,2.764052345967664,1.4001572083672233,1.9787379841057393,8.759339295498801,10.025985095991794,7.0,6.0,12.0
4,geo_0,2021-02-01,32.47198497103044,3.14,3186.0,3.240893199201458,2.8675579901499675,0.022722120123588985,4.853044697342063,6.117996799228142,9.0,6.0,7.0
5,geo_0,2021-02-08,44.369243031643315,3.14,3186.0,1.9500884175255893,0.8486427917023021,0.8967811482064422,6.812644435282008,6.733489303617428,7.0,12.0,4.0
6,geo_0,2021-02-15,12.829045101764272,3.14,3186.0,1.4105985019383724,1.144043571160878,2.4542735069629753,6.560029686874881,-3.4436063916473154,7.0,1.0,8.0
7,geo_0,2021-02-22,50.451077456287805,3.14,3186.0,1.7610377251469935,1.1216750164928284,1.4438632327454257,4.6092362983940385,5.724476314416248,8.0,9.0,1.0
8,geo_0,2021-03-01,6.271427612563414,3.14,3186.0,1.3336743273742668,2.4940790731576064,0.7948417362341991,5.11027335802743,7.845355544663912,16.0,2.0,5.0
9,geo_0,2021-03-08,75.17693962461406,3.14,3186.0,1.3130677016509014,0.14590426069827522,1.5529898158340787,8.209947456356574,12.345515563547725,4.0,13.0,12.0
10,geo_0,2021-03-15,8.490331908598305,3.14,3186.0,1.6536185954403606,1.8644361988595057,0.25783497959355806,2.271938647346894,2.0560595037649154,6.0,7.0,1.0
11,geo_0,2021-03-22,37.97191044855197,3.14,3186.0,3.2697546239876076,0.45436567459876476,1.045758517301446,4.158690718504465,0.549228893006402,5.0,3.0,6.0
12,geo_0,2021-03-29,43.224175892608564,3.14,3186.0,0.8128161499741664,2.5327792143584578,2.469358769900285,7.184862397398226,6.901023201692501,11.0,11.0,3.0
13,geo_0,2021-04-05,16.00810911859749,3.14,3186.0,1.1549474256969163,1.3781625196021736,0.11221425236988725,3.510963950674979,2.83639651397636,3.0,0.0,2.0
14,geo_0,2021-04-12,26.84834352504373,3.14,3186.0,0.980796468223927,0.6520878506738474,1.15634896910398,4.157919050535015,1.8089463814466535,4.0,15.0,2.0
15,geo_0,2021-04-19,6.5362260375849885,3.14,3186.0,2.2302906807277205,2.2023798487844113,0.6126731825920477,8.194405979761681,1.279607212230701,3.0,1.0,9.0
16,geo_0,2021-04-26,13.082027552025629,3.14,3186.0,0.6976972494246645,0.04855296506709261,0.4200179371789752,-0.0849299985306824,-0.16837866451687278,3.0,4.0,1.0
17,geo_0,2021-05-03,3.1920897451656933,3.14,3186.0,0.7062701906250126,2.9507753952317897,0.4903478182483465,5.397208047057748,1.3985455356086858,7.0,2.0,1.0
18,geo_0,2021-05-10,45.16496148388307,3.14,3186.0,0.5619256983888137,0.2527953600499262,1.77749035583191,2.77443257018034,4.854656545184608,5.0,7.0,5.0
19,geo_0,2021-05-17,5.814899726178989,3.14,3186.0,0.6138978475579515,0.7872597197860313,0.10453343880632437,2.4769188175411117,0.8306808408636104,7.0,2.0,3.0
20,geo_0,2021-05-24,5.408688604996554,3.14,3186.0,1.386902497859262,0.489194862431127,0.1806321841224121,2.9532953536974254,3.5120727074743554,2.0,3.0,1.0
21,geo_0,2021-05-31,13.363764506920436,3.14,3186.0,0.9718177716613451,1.4283318705304175,1.0665172223831678,5.745772772466596,5.240603784320765,4.0,6.0,3.0
22,geo_0,2021-06-07,6.844727351218824,3.14,3186.0,1.3024718977397813,0.3656779063190364,0.6372588340128619,3.1280369782544803,0.631669040987469,3.0,7.0,0.0
23,geo_0,2021-06-14,53.16785052036716,3.14,3186.0,0.32753955222404896,0.6404468384594587,0.18685371795554595,6.256412029332621,5.500330291152836,5.0,9.0,6.0
24,geo_0,2021-06-21,22.034280401665747,3.14,3186.0,0.7262826023316769,1.1774261422537529,0.5982190637917382,6.680481871884308,8.025351420055273,11.0,1.0,7.0
25,geo_0,2021-06-28,7.573182014544847,3.14,3186.0,0.6301983469660446,1.4627822555257741,0.09270163561675782,5.4390801283143855,2.5318077424582137,2.0,1.0,2.0
26,geo_0,2021-07-05,10.465704921777633,3.14,3186.0,1.0519453957961389,1.7290905621775368,1.1289829107574108,2.9478451943897013,1.6462747431894895,3.0,5.0,1.0
27,geo_0,2021-07-12,22.439465816401565,3.14,3186.0,2.1394006845433005,0.23482582035365263,1.4023416411775491,5.4746184512646545,1.6862743403401592,10.0,7.0,3.0
28,geo_0,2021-07-19,76.63360726420576,3.14,3186.0,0.3151899090596868,0.12920285081811822,0.42115033523558454,9.473842400082418,9.379101800464152,12.0,14.0,11.0
29,geo_0,2021-07-26,7.567590375111411,3.14,3186.0,0.6884474678726273,1.0561653422297455,0.16514984078335648,3.414146129423121,5.879524657963621,4.0,0.0,10.0
30,geo_0,2021-08-02,53.82141765240104,3.14,3186.0,1.900826486954187,1.4656624397304598,0.5362436862772237,11.081727613514442,5.676861336694443,3.0,11.0,6.0
31,geo_0,2021-08-09,51.50185720043485,3.14,3186.0,2.4882521937955997,2.8958891760305834,2.1787795711596507,2.1696876045396056,11.402240147559464,10.0,7.0,9.0
32,geo_0,2021-08-16,54.07270237775094,3.14,3186.0,0.8200751641876491,0.07075262151054251,2.054451726931137,5.62313948696996,4.374778447681094,5.0,14.0,6.0
33,geo_0,2021-08-23,21.50587218351477,3.14,3186.0,0.5968230530268204,2.2224450703824274,1.2082749780768602,6.585547925567464,3.459852546263374,7.0,14.0,2.0
34,geo_0,2021-08-30,23.77314183767867,3.14,3186.0,1.9766390364837128,1.3563663971744018,1.706573168191948,3.72905355863738,2.9898286430775376,1.0,10.0,1.0
35,geo_0,2021-09-06,34.6894284236953,3.14,3186.0,1.0105000207208206,2.7858704939058354,1.1269120927036198,5.176083976745155,5.490883260683642,15.0,3.0,1.0
36,geo_0,2021-09-13,105.54209456626734,3.14,3186.0,1.4019893634447016,2.883150697056254,0.34775906114244637,10.934629423039896,10.933647082250756,15.0,12.0,14.0
37,geo_0,2021-09-20,49.90234772382362,3.14,3186.0,0.2704849984857336,1.969396708158011,0.1731234051141599,7.403045895940016,7.619611660992961,10.0,1.0,15.0
38,geo_0,2021-09-27,44.35535641027312,3.14,3186.0,2.9436211856492926,0.5863810192402527,0.25254518855924224,3.909097193383691,3.0497731568392643,4.0,9.0,10.0
39,geo_0,2021-10-04,53.88339579348282,3.14,3186.0,2.922942026480385,2.480514791434424,2.86755896042657,5.667557841156553,1.2385145655846532,4.0,8.0,10.0
40,geo_0,2021-10-11,17.446476002443436,3.14,3186.0,1.9060446582753854,0.13877431494529746,2.9100649530990337,3.746975685280684,6.472890744461021,7.0,0.0,6.0
41,geo_0,2021-10-18,23.448548260380527,3.14,3186.0,0.7319966290486196,1.802456395796395,1.9472519677737479,5.77907271213763,3.1096436941259635,12.0,2.0,4.0
42,geo_0,2021-10-25,68.36917825708036,3.14,3186.0,0.8449899069091658,1.6140793703460803,1.922206671566527,5.20620146819507,7.2240228721720054,3.0,14.0,8.0
43,geo_0,2021-11-01,15.257181313130367,3.14,3186.0,1.3764255311556295,0.09940079058419449,1.298238174206056,3.884853059847305,3.9653859250935346,7.0,1.0,8.0
44,geo_0,2021-11-08,7.892157755893713,3.14,3186.0,2.3263858966870306,0.3054321402686345,0.8503654596723292,2.746195052305428,1.8273914269326823,2.0,5.0,2.0
45,geo_0,2021-11-15,29.77179557388685,3.14,3186.0,0.5648464482783626,2.849263728479342,1.6722947570124354,5.215478738476494,5.098325260148736,8.0,8.0,4.0
46,geo_0,2021-11-22,4.6329255012969925,3.14,3186.0,1.4074618362411104,0.2300839255546836,1.5392491912918174,-1.72117035487857,-0.9861234195918667,7.0,0.0,2.0
47,geo_0,2021-11-29,59.11971121188529,3.14,3186.0,0.32566733934262393,1.0318305582743512,0.36415392162111904,6.609654266031217,5.677230404405907,7.0,6.0,8.0
48,geo_0,2021-12-06,49.547445953464134,3.14,3186.0,1.6764332949464997,1.576590816614941,0.7917012444220051,5.826816420810827,6.839036460161531,17.0,10.0,0.0
49,geo_0,2021-12-13,1.3161376402521476,3.14,3186.0,1.3960067126616453,0.09306150873050578,0.49125759270560554,3.0421422428008897,3.718731934305336,11.0,2.0,3.0
50,geo_0,2021-12-20,45.17676574033023,3.14,3186.0,1.439391701264537,1.166673495372529,1.6350314368921064,11.303755873069086,5.082681911213567,5.0,14.0,1.0
51,geo_0,2021-12-27,10.734594939772549,3.14,3186.0,3.383144774863942,1.9444794869904138,0.08717777455584141,2.4158284199132076,2.108048130730116,1.0,5.0,2.0
52,geo_0,2022-01-03,6.2028756911793055,3.14,3186.0,2.117016288095853,0.31590741051152116,0.538415395185291,3.8222688498163917,4.385414467505819,11.0,0.0,1.0
53,geo_0,2022-01-10,57.6206492574613,3.14,3186.0,0.9317583946753688,2.713342721649367,0.2552451779515601,4.3799140309715465,5.565829869369398,3.0,3.0,15.0
54,geo_0,2022-01-17,17.307916507910996,3.14,3186.0,0.1735614613409856,0.9015474755745677,0.3365217136378926,8.03526394300243,2.3678844166960493,10.0,5.0,1.0
55,geo_0,2022-01-24,3.168250644582752,3.14,3186.0,2.126635922106507,0.07993150836342333,0.1474686524111024,2.3564606799457404,2.7417877305301905,9.0,0.0,3.0
56,geo_0,2022-01-31,52.84677552248536,3.14,3186.0,0.562179955255566,0.5019675493076952,2.9295320538169856,7.687096333923582,7.896767470117324,11.0,7.0,10.0
57,geo_0,2022-02-07,53.5019153892892,3.14,3186.0,1.9494208069257608,1.0875512413851909,0.225435518830168,7.299104824982143,5.784919493666951,7.0,9.0,2.0
58,geo_0,2022-02-14,15.680715990597466,3.14,3186.0,1.844362976401547,0.0002153473895647462,0.5447710967776116,2.2493144169578727,5.457675671158245,0.0,8.0,1.0
59,geo_0,2022-02-21,5.3537057984803775,3.14,3186.0,2.1880297923523018,1.3169426119248495,1.920858823780819,4.121724220392062,-0.42418081284418285,2.0,3.0,5.0
60,geo_0,2022-02-28,31.018491200659334,3.14,3186.0,1.3187276529430212,1.8568306119026912,0.34897440669985313,7.683558543428655,5.941860924198229,3.0,2.0,2.0
61,geo_0,2022-03-07,1.268958437353751,3.14,3186.0,0.034242841784464684,1.681594518281627,0.19659033582615892,4.303606885771712,5.049436809852349,6.0,8.0,3.0
62,geo_0,2022-03-14,20.81704588908269,3.14,3186.0,0.31045022224979946,0.5444674964826568,1.0174791590250567,4.034984729499586,1.5847293975996783,1.0,5.0,1.0
63,geo_0,2022-03-21,21.641566897826685,3.14,3186.0,0.646006088746516,0.3749512934180188,0.3563815971671095,6.302904222096474,6.799704945534735,13.0,1.0,6.0
64,geo_0,2022-03-28,2.168284529247404,3.14,3186.0,1.2234031522244266,1.6252314510271875,0.6020576556067476,2.06856538140362,2.7452399484199024,5.0,1.0,8.0
65,geo_0,2022-04-04,59.08816081558146,3.14,3186.0,0.10438333942845057,1.0521650792609745,0.2604370036086867,6.960243649363618,6.413586042158498,4.0,9.0,9.0
